id,name,city,state,segment,created_at
289,Almeida & Almeida Alimentos Mercearia,Salvador,PB,grocery,2024-03-03 02:49:16
290,Costa & Nascimento Comércio Mercearia,Florianópolis,BA,grocery,2024-09-10 07:41:55
291,Ferreira & Oliveira Comércio Supermercado,Curitiba,MG,grocery,2023-06-13 03:38:14
292,Nascimento & Oliveira Brasil Supermercado,Campo Grande,MT,convenience,2023-02-23 05:50:35
293,Ferreira & Costa Suprimentos Mercado,Rio de Janeiro,DF,grocery,2024-05-11 18:49:36
294,Nascimento & Lima Brasil Supermercado,Fortaleza,MG,supermarket,2023-03-04 20:54:04
295,Almeida & Souza Atacado Mercado,Florianópolis,RS,grocery,2024-03-27 07:09:21
296,Souza & Costa Brasil Mercado,Vitória,PR,grocery,2024-03-25 19:28:46
297,Lima & Ferreira Grupo Supermercado,Curitiba,SP,grocery,2024-10-14 14:17:25
298,Souza & Nascimento Comércio Mercado,São Paulo,RS,minimarket,2023-07-03 13:32:11
299,Silva & Rodrigues Mercado Mercearia,São Paulo,PA,convenience,2023-02-07 04:14:47
300,Santos & Almeida Distribuidora Mercado,Florianópolis,CE,grocery,2024-02-16 07:48:00
301,Santos & Oliveira Atacado Mercado,Campo Grande,MT,convenience,2024-11-09 15:00:30
302,Almeida & Oliveira Grupo Supermercado,João Pessoa,ES,supermarket,2024-11-01 18:36:49
303,Souza & Rodrigues Mercado Supermercado,Belém,PR,supermarket,2023-02-22 00:31:25
304,Ferreira & Silva Grupo Mercearia,João Pessoa,RS,grocery,2023-11-16 00:44:07
305,Costa & Souza Grupo Supermercado,Vitória,ES,supermarket,2023-07-09 18:49:17
306,Costa & Souza Alimentos Mercado,São Paulo,CE,convenience,2023-09-08 21:49:55
307,Santos & Costa Comércio Supermercado,Rio de Janeiro,RN,minimarket,2024-04-20 15:17:25
308,Silva & Lima Brasil Mercearia,Manaus,CE,grocery,2023-12-30 06:35:02
309,Oliveira & Rodrigues Brasil Mercearia,Belo Horizonte,BA,supermarket,2024-08-23 15:08:09
310,Silva & Santos Alimentos Mercado,São Paulo,MS,convenience,2024-01-13 12:07:58
311,Souza & Oliveira Grupo Supermercado,Natal,SP,convenience,2024-03-12 14:09:57
312,Lima & Souza Atacado Supermercado,Salvador,RN,supermarket,2023-05-11 00:08:29
313,Silva & Souza Grupo Mercearia,João Pessoa,PE,convenience,2024-11-08 11:40:03
314,Nascimento & Rodrigues Distribuidora Supermercado,Curitiba,SC,convenience,2024-01-20 12:21:56
315,Rodrigues & Nascimento Alimentos Mercearia,Curitiba,MT,grocery,2023-09-19 02:06:34
316,Almeida & Nascimento Suprimentos Mercearia,Salvador,MG,convenience,2023-04-28 03:22:09
317,Oliveira & Lima Grupo Supermercado,Belo Horizonte,BA,supermarket,2024-08-11 07:53:04
318,Nascimento & Costa Suprimentos Mercearia,Curitiba,PE,grocery,2024-08-03 14:48:00
319,Ferreira & Oliveira Distribuidora Mercearia,Curitiba,PR,supermarket,2024-11-19 03:10:18
320,Costa & Santos Alimentos Mercado,Fortaleza,CE,minimarket,2023-05-06 03:51:16
321,Rodrigues & Silva Grupo Mercado,Fortaleza,RN,supermarket,2024-01-13 04:18:38
322,Lima & Silva Mercado Supermercado,João Pessoa,PA,supermarket,2024-01-03 18:01:16
323,Costa & Souza Distribuidora Mercearia,Brasília,MS,grocery,2024-02-20 02:56:59
324,Costa & Oliveira Alimentos Mercado,Manaus,MG,convenience,2023-08-25 07:43:45
325,Almeida & Costa Comércio Mercearia,Brasília,PE,supermarket,2023-04-10 11:15:32
326,Rodrigues & Rodrigues Comércio Supermercado,São Paulo,DF,grocery,2023-05-19 06:28:22
327,Santos & Rodrigues Alimentos Mercado,Vitória,PR,minimarket,2023-09-06 06:44:37
328,Souza & Silva Suprimentos Supermercado,Vitória,MT,grocery,2024-08-23 06:38:29
329,Costa & Lima Grupo Mercearia,Porto Alegre,ES,grocery,2024-07-05 09:45:42
330,Rodrigues & Lima Alimentos Mercearia,São Paulo,DF,convenience,2023-05-03 11:01:15
331,Souza & Lima Mercado Supermercado,João Pessoa,MS,supermarket,2023-11-03 17:50:25
332,Costa & Lima Distribuidora Mercado,Recife,MT,minimarket,2024-10-18 04:57:20
333,Ferreira & Ferreira Brasil Mercado,Rio de Janeiro,RN,grocery,2023-04-04 09:55:01
334,Costa & Oliveira Brasil Mercearia,Recife,GO,supermarket,2024-09-02 02:20:19
335,Rodrigues & Costa Atacado Supermercado,Goiânia,RJ,supermarket,2024-10-10 04:33:41
336,Ferreira & Santos Grupo Mercearia,Rio de Janeiro,PR,grocery,2023-07-24 18:36:54
337,Oliveira & Almeida Atacado Mercado,Belo Horizonte,SC,supermarket,2024-08-19 23:00:10
338,Santos & Santos Mercado Mercearia,Florianópolis,PA,grocery,2023-03-31 17:59:26
339,Lima & Lima Brasil Mercearia,Cuiabá,PB,grocery,2023-10-14 01:52:44
340,Ferreira & Oliveira Brasil Mercado,São Paulo,SP,grocery,2023-06-03 17:36:23
341,Rodrigues & Silva Mercado Mercearia,Cuiabá,RN,minimarket,2024-03-01 20:17:12
342,Ferreira & Lima Alimentos Supermercado,Curitiba,AM,grocery,2023-10-20 11:08:16
343,Ferreira & Costa Comércio Supermercado,João Pessoa,CE,convenience,2023-09-04 11:01:36
344,Oliveira & Nascimento Brasil Supermercado,Natal,ES,supermarket,2024-01-20 05:10:57
345,Oliveira & Santos Suprimentos Mercearia,Campo Grande,CE,minimarket,2024-06-05 19:40:56
346,Costa & Costa Grupo Mercearia,Campo Grande,DF,supermarket,2024-08-26 07:07:08
347,Silva & Nascimento Comércio Mercearia,Curitiba,RS,minimarket,2024-03-06 08:06:25
348,Rodrigues & Costa Mercado Mercado,Brasília,RJ,convenience,2024-07-08 00:30:24
349,Santos & Nascimento Comércio Mercearia,Rio de Janeiro,PE,minimarket,2024-09-27 13:10:45
350,Costa & Ferreira Mercado Mercearia,Belém,CE,minimarket,2023-03-31 13:06:35
351,Lima & Souza Distribuidora Supermercado,Goiânia,AM,minimarket,2024-08-03 23:53:22
352,Oliveira & Rodrigues Grupo Mercearia,Salvador,ES,supermarket,2024-07-20 08:05:09
353,Santos & Lima Atacado Mercearia,Rio de Janeiro,BA,grocery,2023-10-04 12:28:56
354,Rodrigues & Souza Atacado Mercearia,Salvador,DF,supermarket,2023-03-03 19:01:24
355,Rodrigues & Souza Distribuidora Supermercado,Florianópolis,DF,grocery,2024-01-04 14:44:40
356,Santos & Rodrigues Comércio Mercearia,Rio de Janeiro,GO,supermarket,2023-04-21 00:18:53
357,Rodrigues & Santos Mercado Mercearia,Florianópolis,AM,convenience,2024-08-02 16:05:07
358,Costa & Santos Atacado Mercado,Campo Grande,PE,convenience,2024-10-10 20:54:45
359,Oliveira & Oliveira Mercado Mercearia,Rio de Janeiro,DF,minimarket,2024-03-12 21:40:36
360,Souza & Santos Suprimentos Supermercado,Salvador,SP,convenience,2023-10-06 15:08:09
361,Souza & Rodrigues Alimentos Mercado,São Paulo,SP,minimarket,2023-06-29 21:17:18
362,Almeida & Nascimento Mercado Mercado,Campo Grande,MG,grocery,2024-11-16 13:24:41
363,Almeida & Oliveira Distribuidora Supermercado,Fortaleza,CE,convenience,2024-04-10 13:02:53
364,Lima & Ferreira Brasil Mercearia,João Pessoa,GO,grocery,2024-06-29 12:21:51
365,Ferreira & Ferreira Distribuidora Supermercado,Curitiba,DF,supermarket,2024-11-13 14:38:55
366,Costa & Santos Brasil Mercado,Porto Alegre,CE,grocery,2024-06-02 06:59:31
367,Almeida & Costa Comércio Mercearia,Fortaleza,SP,supermarket,2023-03-01 16:18:23
368,Nascimento & Oliveira Comércio Mercado,João Pessoa,PB,grocery,2024-06-08 19:53:03
369,Almeida & Silva Distribuidora Mercearia,Fortaleza,RJ,grocery,2024-06-03 05:26:27
370,Oliveira & Lima Comércio Supermercado,João Pessoa,MT,convenience,2023-02-08 04:34:57
371,Costa & Souza Mercado Mercearia,Curitiba,SP,grocery,2023-08-12 00:09:51
372,Lima & Santos Atacado Supermercado,Rio de Janeiro,RJ,convenience,2023-05-19 07:31:43
373,Almeida & Lima Comércio Mercearia,Salvador,MS,convenience,2024-05-02 10:13:57
374,Lima & Nascimento Distribuidora Mercearia,Rio de Janeiro,DF,minimarket,2023-11-21 05:02:42
375,Oliveira & Nascimento Comércio Supermercado,Vitória,MT,minimarket,2023-07-23 01:00:12
376,Nascimento & Nascimento Mercado Mercearia,Belém,MS,supermarket,2024-07-09 00:06:34
377,Silva & Silva Distribuidora Supermercado,Belém,RN,grocery,2023-07-03 23:42:28
378,Nascimento & Lima Suprimentos Mercearia,Natal,BA,supermarket,2023-08-27 01:17:25
379,Ferreira & Nascimento Alimentos Mercado,Belém,RN,grocery,2024-02-02 03:35:11
380,Almeida & Lima Atacado Mercado,Campo Grande,BA,minimarket,2023-05-30 14:55:03
381,Souza & Ferreira Atacado Mercado,Natal,MT,minimarket,2024-02-13 07:52:05
382,Santos & Silva Comércio Mercado,Belém,PR,grocery,2024-10-26 03:36:54
383,Ferreira & Rodrigues Brasil Supermercado,Natal,RN,grocery,2023-06-27 07:53:14
384,Costa & Nascimento Comércio Mercado,Recife,MG,minimarket,2024-08-24 18:33:44
385,Costa & Costa Grupo Supermercado,Porto Alegre,BA,minimarket,2024-02-22 19:39:04
386,Costa & Almeida Distribuidora Mercado,Recife,RN,supermarket,2023-09-09 12:02:23
387,Souza & Rodrigues Distribuidora Mercado,Porto Alegre,BA,minimarket,2023-05-15 08:46:46
388,Rodrigues & Souza Comércio Supermercado,Belo Horizonte,SP,grocery,2023-07-06 05:40:06
389,Silva & Lima Grupo Mercearia,Belo Horizonte,RN,supermarket,2024-06-09 01:01:16
390,Ferreira & Souza Comércio Mercado,Florianópolis,RN,grocery,2023-04-11 21:42:21
391,Nascimento & Costa Suprimentos Supermercado,Curitiba,AM,convenience,2024-03-09 00:38:44
392,Rodrigues & Almeida Brasil Mercado,Florianópolis,MG,supermarket,2024-11-28 18:33:38
393,Lima & Rodrigues Alimentos Supermercado,Fortaleza,DF,grocery,2024-08-16 18:59:00
394,Ferreira & Almeida Brasil Supermercado,Salvador,AM,minimarket,2024-09-06 02:41:08
395,Souza & Nascimento Mercado Supermercado,São Paulo,MS,convenience,2023-07-18 08:46:25
396,Silva & Lima Brasil Mercearia,Curitiba,PE,grocery,2023-02-04 11:36:34
397,Rodrigues & Lima Alimentos Supermercado,Manaus,SP,supermarket,2024-01-05 08:17:20
398,Ferreira & Oliveira Atacado Mercearia,Cuiabá,MS,grocery,2023-03-26 05:50:27
399,Costa & Ferreira Mercado Supermercado,Brasília,PE,convenience,2024-02-18 03:08:45
400,Ferreira & Silva Suprimentos Mercado,Rio de Janeiro,PA,supermarket,2024-04-10 04:58:27
401,Almeida & Lima Distribuidora Mercado,João Pessoa,PE,convenience,2024-05-21 17:54:51
402,Almeida & Rodrigues Atacado Mercearia,Brasília,BA,grocery,2023-07-13 23:35:50
403,Nascimento & Santos Comércio Supermercado,Vitória,ES,minimarket,2024-08-06 11:10:56
404,Ferreira & Costa Mercado Mercearia,Manaus,RJ,minimarket,2023-06-20 08:18:17
405,Costa & Oliveira Suprimentos Mercearia,Campo Grande,PE,grocery,2023-03-04 03:31:18
406,Almeida & Ferreira Alimentos Supermercado,Campo Grande,MT,grocery,2023-12-23 19:03:18
407,Silva & Oliveira Mercado Mercado,Belém,DF,grocery,2024-07-20 08:54:27
408,Almeida & Rodrigues Comércio Mercearia,Natal,MG,supermarket,2023-08-25 08:03:04
409,Almeida & Oliveira Mercado Mercearia,João Pessoa,AM,convenience,2024-05-23 10:11:55
410,Costa & Oliveira Grupo Mercearia,Porto Alegre,ES,convenience,2023-11-24 09:07:25
411,Lima & Nascimento Mercado Mercearia,São Paulo,GO,convenience,2024-06-06 03:11:03
412,Almeida & Almeida Brasil Mercearia,Recife,PB,grocery,2024-04-30 12:39:55
413,Nascimento & Lima Brasil Supermercado,João Pessoa,MS,convenience,2023-08-03 07:25:09
414,Costa & Costa Distribuidora Mercado,Belo Horizonte,RJ,grocery,2024-06-11 07:51:44
415,Nascimento & Lima Alimentos Mercearia,Campo Grande,GO,supermarket,2023-10-30 20:18:34
416,Rodrigues & Lima Suprimentos Mercearia,Campo Grande,SC,minimarket,2024-02-13 02:45:30
417,Silva & Nascimento Brasil Supermercado,Brasília,PA,grocery,2024-03-20 00:30:44
418,Almeida & Nascimento Grupo Supermercado,Brasília,DF,grocery,2024-06-26 06:16:01
419,Souza & Silva Distribuidora Supermercado,Rio de Janeiro,GO,minimarket,2023-06-21 20:38:32
420,Silva & Rodrigues Mercado Mercado,Vitória,RS,minimarket,2023-09-23 02:16:48
421,Oliveira & Ferreira Suprimentos Mercado,Brasília,DF,supermarket,2024-11-15 23:37:55
422,Almeida & Nascimento Brasil Mercearia,Goiânia,RN,convenience,2023-08-01 02:48:18
423,Silva & Oliveira Suprimentos Mercearia,Belo Horizonte,MT,grocery,2023-09-16 21:26:07
424,Costa & Rodrigues Grupo Mercado,Campo Grande,PB,convenience,2024-07-04 19:58:17
425,Oliveira & Rodrigues Mercado Mercearia,Brasília,RJ,grocery,2024-02-13 18:10:22
426,Costa & Lima Brasil Supermercado,Belém,MT,supermarket,2024-02-17 18:23:59
427,Souza & Lima Atacado Supermercado,Campo Grande,MT,minimarket,2024-10-12 20:25:30
428,Lima & Lima Suprimentos Mercearia,Vitória,DF,supermarket,2024-06-05 08:33:49
429,Rodrigues & Costa Brasil Mercado,Florianópolis,CE,minimarket,2023-12-03 15:19:31
430,Almeida & Lima Atacado Supermercado,Salvador,MG,convenience,2024-05-11 08:35:04
431,Nascimento & Almeida Grupo Mercado,Belo Horizonte,MG,convenience,2023-11-06 09:20:45
432,Costa & Oliveira Atacado Supermercado,Campo Grande,ES,supermarket,2024-03-30 01:57:30
433,Lima & Santos Mercado Mercado,Curitiba,GO,minimarket,2024-02-10 13:43:35
434,Lima & Rodrigues Suprimentos Supermercado,Fortaleza,RS,supermarket,2023-09-19 10:58:34
435,Almeida & Lima Atacado Supermercado,Goiânia,AM,minimarket,2023-04-17 23:30:35
436,Santos & Nascimento Suprimentos Supermercado,João Pessoa,AM,minimarket,2023-07-22 01:09:39
437,Silva & Almeida Suprimentos Mercearia,Goiânia,AM,convenience,2023-04-30 06:40:49
438,Souza & Silva Distribuidora Mercado,Cuiabá,RJ,convenience,2024-09-10 09:29:41
439,Costa & Rodrigues Distribuidora Mercearia,João Pessoa,RN,minimarket,2024-09-17 08:48:38
440,Oliveira & Silva Comércio Mercado,Vitória,PE,minimarket,2023-09-13 03:07:34
441,Rodrigues & Rodrigues Suprimentos Mercado,Porto Alegre,RJ,minimarket,2023-12-24 21:47:58
442,Costa & Lima Alimentos Supermercado,Fortaleza,DF,convenience,2024-01-15 07:54:26
443,Nascimento & Souza Alimentos Supermercado,Belo Horizonte,MS,convenience,2023-10-12 17:50:26
444,Ferreira & Oliveira Alimentos Mercado,Manaus,RS,grocery,2023-08-13 03:48:01
445,Rodrigues & Oliveira Atacado Supermercado,Vitória,GO,minimarket,2024-06-30 12:22:12
446,Silva & Lima Distribuidora Mercado,Florianópolis,PE,grocery,2023-12-29 00:03:46
447,Lima & Rodrigues Brasil Supermercado,Campo Grande,PR,minimarket,2023-05-02 23:01:33
448,Almeida & Rodrigues Atacado Supermercado,Porto Alegre,MS,convenience,2023-06-18 20:30:08
449,Santos & Costa Comércio Mercearia,Campo Grande,MT,grocery,2024-01-28 23:18:20
450,Rodrigues & Lima Comércio Supermercado,Rio de Janeiro,BA,grocery,2023-10-07 16:50:16
451,Costa & Lima Suprimentos Supermercado,Campo Grande,RN,supermarket,2024-06-29 02:42:58
452,Nascimento & Ferreira Grupo Mercearia,Recife,MG,minimarket,2023-05-01 04:28:11
453,Costa & Santos Grupo Mercearia,Recife,PR,convenience,2023-10-29 23:20:03
454,Santos & Oliveira Comércio Mercado,João Pessoa,PA,supermarket,2024-07-27 08:26:09
455,Costa & Souza Alimentos Mercado,Cuiabá,BA,supermarket,2023-12-08 04:55:21
456,Ferreira & Souza Brasil Mercado,Fortaleza,PE,minimarket,2024-08-02 10:46:29
457,Costa & Lima Alimentos Mercado,Manaus,SC,supermarket,2023-05-12 11:10:17
458,Costa & Souza Alimentos Mercearia,Curitiba,RN,minimarket,2024-09-24 22:28:25
459,Santos & Rodrigues Atacado Supermercado,Salvador,MS,supermarket,2024-02-12 17:32:36
460,Ferreira & Almeida Atacado Mercearia,Rio de Janeiro,MG,minimarket,2024-11-15 12:59:14
461,Santos & Lima Mercado Mercearia,Vitória,RS,convenience,2024-10-19 01:05:32
462,Souza & Souza Comércio Mercado,Salvador,CE,minimarket,2024-02-16 22:52:16
463,Oliveira & Rodrigues Mercado Mercado,Curitiba,PR,minimarket,2024-05-13 20:32:52
464,Almeida & Rodrigues Suprimentos Supermercado,São Paulo,CE,grocery,2023-12-19 00:17:27
465,Nascimento & Santos Brasil Mercearia,Salvador,PA,convenience,2024-07-19 18:44:43
466,Costa & Santos Distribuidora Supermercado,Salvador,CE,convenience,2023-08-03 10:06:30
467,Almeida & Almeida Suprimentos Mercearia,Natal,MT,convenience,2023-02-24 11:54:03
468,Almeida & Oliveira Comércio Mercado,Porto Alegre,AM,supermarket,2023-09-15 23:19:57
469,Almeida & Rodrigues Distribuidora Mercearia,Belém,MS,grocery,2023-08-29 02:27:46
470,Souza & Nascimento Brasil Supermercado,Manaus,GO,convenience,2024-03-02 04:15:03
471,Almeida & Rodrigues Alimentos Mercado,Belo Horizonte,GO,supermarket,2023-07-19 01:52:10
472,Oliveira & Almeida Grupo Mercado,Recife,GO,supermarket,2024-11-23 23:34:21
473,Nascimento & Silva Brasil Mercearia,Curitiba,MT,supermarket,2024-10-02 00:58:10
474,Lima & Silva Grupo Mercado,Porto Alegre,RJ,grocery,2023-12-16 16:25:16
475,Silva & Souza Distribuidora Supermercado,Salvador,PA,supermarket,2023-03-21 05:27:17
476,Ferreira & Costa Distribuidora Mercearia,Rio de Janeiro,CE,grocery,2024-04-13 17:14:09
477,Silva & Santos Brasil Supermercado,Belém,PA,minimarket,2024-09-23 11:22:11
478,Lima & Ferreira Comércio Supermercado,Porto Alegre,AM,supermarket,2023-10-11 00:44:09
479,Ferreira & Costa Grupo Mercado,Campo Grande,DF,convenience,2023-08-24 04:40:31
480,Ferreira & Ferreira Distribuidora Mercearia,Salvador,MS,supermarket,2024-07-10 06:42:28
481,Almeida & Oliveira Mercado Supermercado,João Pessoa,RN,minimarket,2023-10-06 16:50:07
482,Oliveira & Almeida Grupo Mercearia,Salvador,RJ,minimarket,2023-12-18 09:51:56
483,Oliveira & Souza Alimentos Supermercado,Rio de Janeiro,PB,supermarket,2023-12-02 23:49:19
484,Lima & Rodrigues Grupo Mercearia,Campo Grande,PA,minimarket,2024-10-22 09:25:20
485,Ferreira & Souza Suprimentos Mercado,Belém,PB,grocery,2024-01-11 06:34:26
486,Costa & Oliveira Atacado Supermercado,Recife,RN,grocery,2023-12-29 06:17:20
487,Santos & Silva Grupo Mercearia,Vitória,SC,supermarket,2023-12-08 15:55:29
488,Silva & Souza Suprimentos Supermercado,Cuiabá,DF,grocery,2023-08-23 11:47:19
489,Santos & Nascimento Alimentos Mercado,Curitiba,MG,grocery,2023-03-16 10:26:23
490,Nascimento & Silva Suprimentos Mercearia,Salvador,SC,convenience,2023-08-29 09:47:44
491,Silva & Ferreira Brasil Supermercado,Porto Alegre,MG,supermarket,2024-02-14 02:28:35
492,Almeida & Souza Alimentos Supermercado,São Paulo,SP,minimarket,2024-08-20 14:23:12
493,Almeida & Lima Suprimentos Mercearia,João Pessoa,MT,supermarket,2023-07-22 01:29:24
494,Nascimento & Costa Mercado Supermercado,Cuiabá,ES,grocery,2023-10-23 23:06:20
495,Lima & Oliveira Suprimentos Mercado,Campo Grande,MT,convenience,2024-06-10 04:51:41
496,Lima & Lima Alimentos Mercearia,São Paulo,RS,supermarket,2024-10-29 18:24:15
497,Nascimento & Oliveira Grupo Mercearia,Brasília,BA,supermarket,2023-03-09 10:34:39
498,Rodrigues & Silva Mercado Mercearia,Salvador,CE,grocery,2023-09-29 15:03:19
499,Ferreira & Almeida Mercado Mercearia,Curitiba,BA,grocery,2024-01-15 16:32:46
500,Ferreira & Ferreira Comércio Mercado,Belém,DF,supermarket,2023-12-17 07:26:27
501,Ferreira & Oliveira Brasil Supermercado,Porto Alegre,DF,grocery,2023-07-23 21:31:05
502,Souza & Lima Comércio Mercado,Vitória,RS,grocery,2024-04-21 16:16:46
503,Silva & Almeida Grupo Mercado,Belém,SC,grocery,2023-06-11 08:26:24
504,Almeida & Almeida Comércio Mercado,Belo Horizonte,PR,grocery,2024-03-24 08:00:30
505,Souza & Lima Suprimentos Mercado,São Paulo,PA,grocery,2023-07-12 03:51:42
506,Santos & Rodrigues Mercado Supermercado,Salvador,SP,convenience,2024-09-29 11:54:09
507,Almeida & Souza Alimentos Mercado,Florianópolis,GO,grocery,2024-06-01 16:11:07
508,Ferreira & Nascimento Alimentos Supermercado,Fortaleza,SP,minimarket,2023-04-28 16:25:55
509,Souza & Nascimento Suprimentos Mercado,Curitiba,PR,supermarket,2024-05-23 08:48:52
510,Souza & Costa Atacado Supermercado,Fortaleza,SC,convenience,2024-05-21 09:13:52
511,Souza & Souza Distribuidora Mercearia,Cuiabá,MG,convenience,2023-10-16 01:45:30
512,Rodrigues & Souza Suprimentos Mercado,Rio de Janeiro,DF,grocery,2023-05-13 08:44:54
513,Souza & Almeida Mercado Mercado,Vitória,PR,supermarket,2024-05-16 21:17:39
514,Ferreira & Rodrigues Mercado Mercado,Recife,ES,minimarket,2024-03-27 05:59:31
515,Lima & Costa Brasil Mercado,Rio de Janeiro,PB,grocery,2023-02-17 11:20:02
516,Santos & Rodrigues Mercado Supermercado,São Paulo,MS,supermarket,2024-08-15 23:19:09
517,Costa & Costa Grupo Supermercado,Curitiba,SC,grocery,2023-02-18 09:39:44
518,Nascimento & Souza Comércio Supermercado,Manaus,ES,grocery,2024-10-17 06:03:36
519,Lima & Almeida Grupo Mercado,João Pessoa,GO,grocery,2023-11-23 12:34:44
520,Oliveira & Souza Mercado Supermercado,Manaus,BA,grocery,2023-04-13 02:25:56
521,Ferreira & Nascimento Suprimentos Mercado,Belém,GO,grocery,2024-09-30 04:20:07
522,Almeida & Costa Atacado Mercado,Campo Grande,MT,grocery,2024-08-02 09:07:44
523,Rodrigues & Rodrigues Comércio Mercearia,Salvador,SC,grocery,2023-10-18 20:56:24
